name,grade,rarity,team,year,month,position,battingHand,throwHand,pitchingType,power,movement,longHitSuppression,homeRunSuppression,control,stuff,pitchLimit,runnerControl,defense,enhancedSkill,skill,synergy
홍상삼,SEA,3,doosan,[2013],0,"[""RP""]",L,R,O,1309,374,163,125,53,267,22,1,304,HustleDooGo!봐라2013!,"라이징 무브먼트, 위기관리, 스플리터, 슬라이더, 플라이볼피쳐, VS 우타, 더티 무브먼트, 파이어볼러, 롱맨, 정면승부, 스토퍼","시즌, OB/두산, 봉황대기 MVP, 충암고 출신, 계투 70이닝 클럽, 2013"
염종석,SEA,3,lotte,[1993],0,"[""SP""]",R,R,O,1309,198,111,197,247,159,87,13,297,꿈과 희망을 주는 롯데 자이언츠,"팔색조, 슬라이더, 맞춰잡기, VS 좌타, VS 우타","1993, 롯데 자이언츠, 시즌, 전설의 92학번, 부산고 출신, 안경에이스, 고춧가루 부대"
송진우,SEA,3,hanwha,[1994],0,"[""SP""]",L,L,O,1309,279,156,159,140,177,93,10,295,1994 한화 이글스,"슬라이더, VS 좌타, VS 우타, 로케이션","1994, 빙그레/한화, 시즌, 거액 계약 (투수), 1차 지명, 세광고 출신, 동국대 출신, 실업야구 출신"
김정수,SEA,3,haitai,[1997],0,"[""RP""]",L,L,O,1309,276,190,99,138,260,28,5,313,꿈을 심는 해태! 용맹스런 타이거즈!,"라이징 무브먼트, 위기관리, 로케이션, 완급, 슬라이더, VS 좌타, VS 우타, 더티 무브먼트, 롱맨, 정면승부, 스토퍼","1997, 해태/KIA, 시즌, 1차 지명, 광주진흥고 출신, 동명이인29, 연세대 출신, 해태왕조 주역(투수)"
성영재,SEA,3,sbw,[1998],0,"[""SP""]",R,R,U,1309,261,131,137,219,142,80,19,320,1998 쌍방울 레이더스,"커브, VS 우타, 맞춰잡기, 체인지업","1998, 쌍방울 레이더스, 시즌, 광주일고 출신, 인하대 출신, 돌격대(투수), 고춧가루 부대"
오영일,SEA,3,mbc,[1985],0,"[""SP""]",R,R,O,1309,264,139,197,193,103,90,17,306,1985 MBC 청룡,"너클볼, 그라운드볼러, 맞춰잡기","1985, MBC/LG, 시즌, 1차 지명, 배명고 출신, 인하대 출신, 1982 국가대표팀, 고춧가루 부대"
정우람,SEA,3,hanwha,[2020],0,"[""RP""]",L,L,O,1308,236,118,167,196,244,18,20,309,팬 더 플레임즈,"라이징 무브먼트, 체인지업, 완급, 플라이볼피쳐, 정면승부, 스토퍼","2020, 빙그레/한화, 시즌, 부경고 출신, 살려조2 (투혼), FA, 고춧가루 부대, 통산 700경기 클럽, 통산 100세이브 클럽, 통산 100홀드 클럽"
김원중,SEA,4,lotte,[2021],0,"[""RP""]",L,R,O,1308,306,179,137,99,252,17,14,304,Time to WIN,"라이징 무브먼트, 커브, 타자 집중, 컨트롤러, 스플리터, 파이어볼러, 클로저, 정면승부, 믿을맨","오진구원, 1차 지명, 30세이브 클럽, 광주동성고 출신, 2021, 롯데 자이언츠, 시즌, 고춧가루 부대"
심동섭,SEA,3,kia,[2015],0,"[""RP""]",L,L,O,1308,337,171,129,36,293,15,18,309,All New KIA TIGERS!!!,"라이징 무브먼트, 원포인터, 플라이볼피쳐, 더티 무브먼트, 셋업, 스플리터, 정면승부, 믿을맨","시즌, 해태/KIA, 2015, 광주일고 출신, 1차 지명, 20홀드 클럽"
탈보트,SEA,3,hanwha,[2015],0,"[""SP""]",R,R,O,1308,264,160,180,101,181,92,13,317,불꽃 한화! 투혼 이글스!,"묵직함, 타자 집중, 체인지업, 그라운드볼러","시즌, 빙그레/한화, 2015, 외국인"
이재우,SEA,3,doosan,[2009],0,"[""RP""]",R,R,O,1308,353,127,107,126,255,25,8,307,2009 Challenge! Hustle Doo!,"라이징 무브먼트, 팔색조, 롱맨, 완급, 슬라이더, 플라이볼피쳐, VS 우타, 더티 무브먼트, 셋업, 스플리터, 정면승부, 믿을맨","2009, OB/두산, 시즌, 제주국제대 출신, KILL 라인, 휘문고 출신, 계투 70이닝 클럽"
김원중,SEA,3,lotte,[2022],0,"[""RP""]",L,R,O,1308,290,97,137,153,301,17,17,296,WIN THE MOMENT,"셋 포지션, 그라운드볼러, 완급, 파이어볼러, 스플리터, 정면승부, 스토퍼","2022, 롯데 자이언츠, 시즌, 오진구원, 1차 지명, 광주동성고 출신, 고춧가루 부대"
정민철,SEA,3,hanwha,[2002],0,"[""SP""]",R,R,O,1308,269,116,112,198,206,96,4,307,도약의 반세기 최강 이글스!,"커브, 플라이볼피쳐, 이닝이팅, 더티 무브먼트","2002, 빙그레/한화, 시즌, 대전고 출신, 투수 라이벌1, 전설의 92학번, 고춧가루 부대, 통산 100승 클럽, 통산 1000탈삼진 클럽, 통산 1500이닝 클럽"
정명원,SEA,3,hyundai,[1997],0,"[""RP""]",R,R,O,1308,231,216,137,211,166,21,22,304,막강 현대! 최강 유니콘스!,"컨트롤러, 셋 포지션, 그라운드볼러, 스플리터, 완급, 슬라이더, 롱맨, 맞춰잡기, VS 좌타, VS 우타, 클로저, 위기관리, 믿을맨","1997, 삼청태현, 시즌, 군산상고 출신, 원광대 출신, 투수왕국, 고춧가루 부대, 계투 70이닝 클럽, 20세이브 클럽, 통산 100세이브 클럽, 형제11, 태평양삼총사"
이용찬,SEA,3,nc,[2023],0,"[""RP""]",R,R,O,1308,213,175,172,143,259,16,22,308,"거침없이 가자, WE'RE GAME Changers","클로저, 컨트롤러, 파이어볼러, 정면승부, 셋 포지션, 투피치, VS 좌타","2023, NC 다이노스, 시즌, 1차 지명, FA, 장충고 출신, 대통령배 MVP, 20세이브 클럽, 통산 500경기 클럽, 통산 100세이브 클럽"
이승진,SEA,4,doosan,[2020],0,"[""RP""]",R,R,O,1307,269,97,184,181,243,20,20,293,두산 2020,"라이징 무브먼트, 셋 포지션, 스플리터, 완급, 로케이션, 믿을맨","트레이드, 야탑고 출신, 2020, OB/두산, 시즌"
진해수,SEA,4,lg,[2017],0,"[""RP""]",L,L,O,1307,298,105,133,210,225,11,19,306,서울은 LG,"원포인터, 슬라이더, 더티 무브먼트, 셋업, 로케이션","2017, MBC/LG, 시즌, 트레이드, 철벽불펜, 부경고 출신, 70경기 출장, 20홀드 클럽, 홀드 1위"
김윤식,SEA,3,lg,[2021],0,"[""RP""]",L,L,O,1307,261,161,197,145,192,33,10,308,끝까지 TWINS!,"커브, 묵직함, 타자 집중, 체인지업, 그라운드볼러, 로케이션, 완급, 슬라이더, 롱맨, 믿을맨","광주진흥고 출신, 2021, MBC/LG, 시즌"
김민수,SEA,4,kt,[2021],0,"[""RP""]",R,R,O,1307,234,157,206,153,225,16,17,299,마법같은 2021,"위기관리, 묵직함, 컨트롤러, 그라운드볼러, 완급, 슬라이더, 로케이션, 정면승부, 스토퍼","동명이인5, 청원고 출신, 2021, KT 위즈, 시즌, 성균관대 출신"
문성현,SEA,3,nexen,[2011],0,"[""SP""]",R,R,O,1307,276,165,142,115,202,84,10,313,Go for the Championship!,"슬라이더, 더티 무브먼트, 그라운드볼러","2011, 히어로즈, 시즌, 황금사자기 MVP, 충암고 출신, 고춧가루 부대"
파노니,SEA,4,kia,[2022],0,"[""SP""]",L,L,O,1307,226,169,163,164,184,98,19,284,포효하라 Always KIA TIGERS,"커브, 묵직함, 체인지업, 완급, 주자 억제, 로케이션","2022, 해태/KIA, 시즌, 외국인"
정재복,SEA,3,lg,[2007],0,"[""SP""]",R,R,O,1307,239,107,193,206,148,79,18,317,변화와 도전! 신바람 무적 LG!,"셋 포지션, 슬라이더, 맞춰잡기, 이닝이팅, 플라이볼피쳐","2007, MBC/LG, 시즌, 인천고 출신, 인하대 출신"
김원형,SEA,3,sk,[2004],0,"[""SP""]",R,R,O,1307,250,164,112,205,146,96,17,317,정상을 향한 무한 비상! SK 와이번스!,"커브, 이닝이팅, 셋 포지션, 맞춰잡기","2004, SK/SSG, 시즌, 배터리3, 전주고 출신, FA, 통산 1000탈삼진 클럽, 통산 1500이닝 클럽"
진필중,SEA,3,ob,[1995],0,"[""SP""]",R,R,O,1307,195,202,214,175,126,85,13,297,95 뒤흔들 OB 베어스,"묵직함, 컨트롤러, 그라운드볼러, 슬라이더, 맞춰잡기, 투피치, VS 우타, 위기관리","1995, OB/두산, 시즌, 휘문고 출신, 중앙대 출신"
진동한,SEA,3,samsung,[1986],0,"[""SP""]",R,R,S,1307,245,199,154,193,106,85,14,311,1986 삼성 라이온즈,타자 집중,"1986, 삼성 라이온즈, 시즌, 1차 지명, 경북고 출신, 고려대 출신"
김재윤,SEA,3,samsung,[2024],0,"[""RP""]",R,R,O,1307,359,177,69,182,184,17,9,310,WIN OR WOW,"위기관리, 플라이볼피쳐, 타자 집중, 셋 포지션, 스플리터, 스토퍼","2024, 삼성 라이온즈, 시즌, 2008 청소년대표팀, 휘문고 출신, FA, 20홀드 클럽, 통산 500경기 클럽, 통산 100세이브 클럽"
이민호,SEA,3,lg,[2020],0,"[""SP""]",R,R,O,1306,269,139,180,158,153,98,16,293,무적 LG,"라이징 무브먼트, 플라이볼피쳐, VS 우타, 묵직함","1차 지명, 휘문고 출신, 2020, MBC/LG, 시즌, 동명이인10"
구승민,SEA,4,lotte,[2018],0,"[""RP""]",R,R,O,1306,346,132,82,152,257,19,14,304,도전 2018,"위기관리, 정면승부, 타자 집중, 그라운드볼러, 스플리터, 완급, 슬라이더, 더티 무브먼트, 로케이션, 투피치, 믿을맨","오진구원, 계투 70이닝 클럽, 청원고 출신, 2018, 롯데 자이언츠, 시즌, 홍익대 출신"
오현택,SEA,4,lotte,[2018],0,"[""RP""]",R,R,U,1306,250,174,73,220,242,14,21,312,도전 2018,"위기관리, 컨트롤러, 그라운드볼러, 원포인터, 슬라이더, 완급, 주자 억제, VS 우타, 셋업, 정면승부","오진구원, 70경기 출장, 20홀드 클럽, 2차 드래프트, 장충고 출신, 2018, 롯데 자이언츠, 시즌, 원광대 출신, 홀드 1위"
정현욱,SEA,3,samsung,[2010],0,"[""RP""]",R,R,O,1306,250,148,197,154,215,18,14,310,New Beginning,"정면승부, 커브, 묵직함, 컨트롤러, 그라운드볼러, 완급, 위기관리, 믿을맨","2010, 삼성 라이온즈, 시즌, 청원고 출신, JOKKA 라인, 계투 70이닝 클럽"
하준영,SEA,3,nc,[2022],0,"[""RP""]",L,L,O,1306,301,160,150,144,238,14,9,290,"거침없이 가자, hands UP!","라이징 무브먼트, 원포인터, 슬라이더, 투피치, 정면승부","2022, NC 다이노스, 시즌, 성남고 출신, 보상 선수 모음"
신용운,SEA,3,kia,[2006],0,"[""RP""]",R,R,U,1306,322,101,193,218,126,30,19,297,신화창조! 도전 2006! 최강 KIA,"컨트롤러, 맞춰잡기, 싱커, 주자 억제, 롱맨, 위기관리, 스토퍼","2006, 해태/KIA, 시즌, 전주고 출신"
윤프업,SEA,3,samsung,[2004],0,"[""RP""]",R,R,O,1306,298,161,137,105,265,21,8,311,하나로 뭉친 사자! 가자 2004 V3로!,"라이징 무브먼트, 커브, 셋업, 로케이션, 정면승부","2004, 삼성 라이온즈, 시즌, 개성고 출신, 동의대 출신"
경헌호,SEA,3,lg,[2001],0,"[""RP""]",R,R,O,1306,284,112,150,161,234,31,21,313,꿈의 실현 V3! 도전하는 무적LG!,"라이징 무브먼트, 완급, 슬라이더, 플라이볼피쳐, 더티 무브먼트, 로케이션, 정면승부, 롱맨, 스토퍼","2001, MBC/LG, 시즌, 선린인터넷고 출신, 한양대 출신, 고춧가루 부대, 계투 80이닝 클럽"
권명철,SEA,3,ob,[1994],0,"[""SP""]",R,R,O,1306,258,159,180,162,158,76,9,304,1994 OB 베어스,"VS 좌타, VS 우타, 타자 집중","1994, OB/두산, 시즌, 인천고 출신, 인하대 출신, 고춧가루 부대"
이상목,SEA,3,hanwha,[1998],0,"[""SP""]",R,R,O,1306,232,103,107,213,214,97,28,312,1998 한화 이글스,"라이징 무브먼트, VS 좌타, 더티 무브먼트, 스플리터","1998, 빙그레/한화, 시즌, 트레이드, 고춧가루 부대"
정원욱,SEA,3,lotte,[1999],0,"[""RP""]",R,R,O,1306,326,179,26,174,249,25,16,311,"도약 '99 ""오이소 보이소"" 롯데의 승리를!","위기관리, 로케이션, 완급, VS 우타, 더티 무브먼트, 롱맨, 정면승부, 스토퍼","1999, 롯데 자이언츠, 시즌, 1차 지명, 개성고 출신, 경성대 출신"
유종겸,SEA,3,mbc,[1985],0,"[""SP""]",L,L,O,1306,316,172,167,152,101,67,19,312,1985 MBC 청룡,"플라이볼피쳐, 위기관리","1985, MBC/LG, 시즌, 장충고 출신, 중앙대 출신, 고춧가루 부대"
김대중,SEA,3,binggrae,[1990],0,"[""SP""]",R,R,S,1306,271,166,150,188,139,74,16,302,1990 빙그레 이글스,"컨트롤러, 팔색조","1990, 빙그레/한화, 시즌, 1차 지명, 북일고 출신, 동아대 출신"
최지민,SEA,3,kia,[2023],0,"[""RP""]",L,L,O,1306,260,193,189,89,240,17,13,305,압도하라! Always KIA TIGERS,"완급, 믿을맨, 위기관리, 파이어볼러, 타자 집중, 로케이션","2023, 해태/KIA, 시즌, 황금사자기 MVP, 강릉고 출신"
김원중,SEA,3,lotte,[2020],0,"[""RP""]",L,R,O,1305,343,92,103,189,241,17,15,305,드라이브 투 윈,"라이징 무브먼트, 커브, 셋 포지션, 플라이볼피쳐, 더티 무브먼트, 스플리터, 정면승부, 클로저","오진구원, 1차 지명, 20세이브 클럽, 광주동성고 출신, 2020, 롯데 자이언츠, 시즌"
장원삼,SEA,3,samsung,[2013],0,"[""SP""]",L,L,O,1305,232,182,99,200,168,94,23,307,"YES, KEEP GOING!!!","컨트롤러, 팔색조, 체인지업, 슬라이더, 맞춰잡기, 플라이볼피쳐, 정면승부","2013, 삼성 라이온즈, 시즌, 마산용마고 출신, 트레이드, 경성대 출신, 현대의 유산2"
이승호,SEA,3,sk,[2011],0,"[""RP""]",L,L,O,1305,335,190,120,88,207,33,22,310,Do dream! Let’s go V4!,"롱맨, 스토퍼","2011, SK/SSG, 시즌, 선린인터넷고 출신, 보상 선수 모음, 단국대 출신, 동명이인16"
정해영,SEA,3,kia,[2022],0,"[""RP""]",R,R,O,1305,269,108,184,218,184,17,21,304,포효하라 Always KIA TIGERS,"클로저, 묵직함, 컨트롤러, 주자 억제","2022, 해태/KIA, 시즌, 1차 지명, 광주일고 출신, 야구인2세, JJJ 라인, 30세이브 클럽"
이상목,SEA,3,lotte,[2006],0,"[""SP""]",R,R,O,1305,287,133,107,246,98,91,26,317,함께가자 2006 정상으로!,"스플리터, 이닝이팅, 맞춰잡기","2006, 롯데 자이언츠, 시즌, FA, 고춧가루 부대, 통산 1000탈삼진 클럽, 통산 1500이닝 클럽"
류택현,SEA,3,lg,[2005],0,"[""RP""]",L,L,O,1305,243,153,184,194,198,10,20,303,Powerful LG! Dynamic Twins!,"원포인터, 완급, 컨트롤러, 셋업","2005, MBC/LG, 시즌, 1차 지명, 휘문고 출신, 트레이드, 동국대 출신, 고춧가루 부대, 통산 500경기 클럽"
정재훈,SEA,3,doosan,[2004],0,"[""RP""]",R,R,O,1305,292,96,189,156,215,27,23,307,투혼! 승리! 감동!,"라이징 무브먼트, 로케이션, 플라이볼피쳐, 스플리터, 위기관리, 롱맨, 스토퍼","2004, OB/두산, 시즌, 휘문고 출신, 성균관대 출신, 동명이인46"
정대현,SEA,3,sk,[2002],0,"[""RP""]",R,R,U,1305,260,160,163,214,169,27,11,301,패기의 SK! 팬과 함께 우승영광!,"커브, 묵직함, 타자 집중, 컨트롤러, 그라운드볼러, 맞춰잡기, 싱커, 롱맨, 스토퍼","2002, SK/SSG, 시즌, 벌떼야구, 군산상고 출신, 봉황대기 MVP, 경희대 출신, 쌍방울의 유산, 고춧가루 부대"
박충식,SEA,3,kia,[2002],0,"[""RP""]",R,R,S,1305,200,210,133,251,173,15,16,307,꿈을 심는 KIA! 용맹스런 Tigers!,"컨트롤러, 그라운드볼러, 맞춰잡기, 싱커, 셋업","2002, 해태/KIA, 시즌, 광주동성고 출신, 경희대 출신, 보상 선수 모음"
박명환,SEA,3,doosan,[2001],0,"[""RP""]",R,R,O,1305,276,128,167,115,260,28,18,313,승리의 두산 베어스! 팬과 함께 V3!,"컨트롤러, 슬라이더, 와일드씽, 파이어볼러, 롱맨, 정면승부, 믿을맨","2001, OB/두산, 시즌, 충암고 출신, 봉황대기 MVP, 거액 계약 (투수)"
류택현,SEA,3,ob,[1997],0,"[""RP""]",L,L,O,1305,242,186,202,134,216,14,13,298,1997 OB 베어스,"라이징 무브먼트, 묵직함, 원포인터, VS 좌타, 플라이볼피쳐, VS 우타, 로케이션, 정면승부","1997, OB/두산, 시즌, 1차 지명, 휘문고 출신, 동국대 출신"
김용수,SEA,3,lg,[1999],0,"[""RP""]",R,R,O,1305,229,170,176,205,175,19,18,313,팬사랑 LG 10년! 팬과 함께 V3!,"묵직함, 컨트롤러, 스플리터, 맞춰잡기, VS 좌타, VS 우타, 클로저, 믿을맨","1999, MBC/LG, 시즌, 1차 지명, 청원고 출신, 중앙대 출신, 실업야구 출신, 고춧가루 부대, 20세이브 클럽, 통산 500경기 클럽, 통산 100승 클럽, 통산 100세이브 클럽, 통산 1000탈삼진 클럽, 통산 1500이닝 클럽"
박민호,SEA,4,sk,[2020],0,"[""RP""]",R,R,U,1304,298,145,159,188,174,14,18,308,투혼의 SK,"묵직함, 컨트롤러, 팔색조, 원포인터, 위기관리, 믿을맨","인천고 출신, 2020, SK/SSG, 시즌, 고춧가루 부대, 인하대 출신"
김광현,SEA,3,sk,[2013],0,"[""SP""]",L,L,O,1304,308,109,150,125,188,98,10,316,Touch Wyverns! Go V4!,"완급, 투피치, 슬라이더, 와일드씽","2013, SK/SSG, 시즌, 거액 계약 (투수), 1차 지명, 안산공고 출신, 원투펀치2, 동명이인71"
정재훈,SEA,2,doosan,[2009],0,"[""SP""]",R,R,O,1304,234,131,172,176,192,86,23,290,2009 Challenge! Hustle Doo!,"라이징 무브먼트, 묵직함, 컨트롤러, 셋 포지션, 주자 억제, 정면승부","2009, OB/두산, 시즌, 휘문고 출신, 성균관대 출신, 동명이인46, 통산 100세이브 클럽"
권혁,SEA,3,samsung,[2009],0,"[""RP""]",L,L,O,1304,321,182,120,105,236,22,5,313,믿음과 열정! 2009 V5,"라이징 무브먼트, 타자 집중, 플라이볼피쳐, 셋업, 롱맨, 정면승부, 믿을맨","2009, 삼성 라이온즈, 시즌, JOKKA 라인, 포항제철고 출신, 1차 지명, 계투 80이닝 클럽, 20홀드 클럽, 홀드 1위"
김명제,SEA,3,doosan,[2008],0,"[""SP""]",R,R,O,1304,309,137,116,204,142,87,10,299,2008 Jump! Hustle Doo!,"셋 포지션, 슬라이더, 맞춰잡기, 이닝이팅, 플라이볼피쳐, VS 우타, 파이어볼러, 정면승부","2008, OB/두산, 시즌, 거액 계약 (투수), 1차 지명, 휘문고 출신"
염종석,SEA,3,lotte,[2005],0,"[""SP""]",R,R,O,1304,251,145,197,192,139,82,2,296,함께가자 2005 정상으로!,"묵직함, 컨트롤러, 슬라이더, 맞춰잡기, 이닝이팅","2005, 롯데 자이언츠, 시즌, 전설의 92학번, 부산고 출신, 안경에이스, FA, 통산 1500이닝 클럽"
이광우,SEA,3,ob,[1993],0,"[""RP""]",R,R,O,1304,189,172,193,249,112,49,31,309,1993 OB 베어스,"커브, 슬라이더, 맞춰잡기, VS 좌타, 주자 억제, VS 우타, 셋업, 롱맨, 위기관리","1993, OB/두산, 시즌, 청룡기 MVP, 1차 지명, 군산상고 출신, 트레이드, 원광대 출신, 거액 계약 (투수), 계투 80이닝 클럽"
장현식,SEA,4,kia,[2021],0,"[""RP""]",R,R,O,1303,276,195,150,85,252,19,20,306,Always KIA TIGERS,"라이징 무브먼트, 정면승부, 슬라이더, 파이어볼러, 주자 억제, 플라이볼피쳐, 와일드씽, 셋업, 스플리터, 위기관리, 믿을맨","2021, 해태/KIA, 시즌, 1차 지명, 서울고 출신, 트레이드, JJJ 라인, 고춧가루 부대, 계투 70이닝 클럽, 30홀드 클럽, 홀드 1위"
금민철,SEA,3,doosan,[2005],0,"[""RP""]",L,L,O,1303,276,187,142,136,220,18,14,310,아자! Hustle Doo!,"정면승부, 커브, 그라운드볼러, 완급, 로케이션, 위기관리, 스토퍼","2005, OB/두산, 시즌, 동산고 출신"
경헌호,SEA,3,lg,[2003],0,"[""RP""]",R,R,O,1303,248,162,137,140,262,24,25,305,변화와 도전! 신바람 1등 LG!,"라이징 무브먼트, VS 좌타, 플라이볼피쳐, 주자 억제, 더티 무브먼트, 셋업, 로케이션, 정면승부, 롱맨","2003, MBC/LG, 시즌, 선린인터넷고 출신, 한양대 출신, 고춧가루 부대, 계투 70이닝 클럽"
임에렉,SEA,3,haitai,[1996],0,"[""RP""]",R,R,U,1303,308,135,159,171,180,34,9,307,꿈을 심는 해태! 용맹스런 타이거즈!,"컨트롤러, 팔색조, 그라운드볼러, 완급, 슬라이더, VS 좌타, VS 우타, 와일드씽, 더티 무브먼트, 셋업, 롱맨, 믿을맨","1996, 해태/KIA, 시즌, 광주진흥고 출신, 계투 80이닝 클럽"
이터렉,SEA,3,lotte,[1988],0,"[""RP""]",L,L,O,1303,348,132,129,191,150,32,14,307,1988 롯데 자이언츠,"롱맨, 라이징 무브먼트, 플라이볼피쳐, 완급, 컨트롤러, 스토퍼","1988, 롯데 자이언츠, 시즌, 1차 지명, 부경고 출신, 동국대 출신"
김승회,SEA,4,doosan,[2019],0,"[""RP""]",R,R,O,1302,274,98,223,165,193,17,21,311,두산 2019,"슬라이더, 묵직함, 컨트롤러, 플라이볼피쳐, 스토퍼","2019, OB/두산, 시즌, 배명고 출신, 제주국제대 출신, FA, 통산 500경기 클럽"
나이트,SEA,3,nexen,[2011],0,"[""SP""]",L,R,O,1302,239,195,172,115,164,100,10,307,Go for the Championship!,"싱커, 묵직함, 팔색조, 그라운드볼러","2011, 히어로즈, 시즌, 외국인, 고춧가루 부대"
정인욱,SEA,3,samsung,[2011],0,"[""SP""]",R,R,O,1302,311,154,125,154,177,79,15,287,Yes We Can,"라이징 무브먼트, 컨트롤러, VS 좌타, 플라이볼피쳐, 주자 억제","2011, 삼성 라이온즈, 시즌, 청룡기 MVP, 대구고 출신, 봉황대기 MVP"
송신영,SEA,3,hyundai,[2007],0,"[""RP""]",R,R,O,1302,269,169,167,156,192,22,19,308,새로운 각오! 새로운 신화!,"정면승부, 커브, 컨트롤러, 완급, 슬라이더, 클로저, 위기관리, 롱맨","2007, 삼청태현, 시즌, 중앙고 출신, 고려대 출신, 현대의 유산2, 고춧가루 부대, 계투 70이닝 클럽"
이승호,SEA,3,sk,[2003],0,"[""SP""]",L,L,O,1302,301,153,103,141,195,98,14,297,세계로 향한 인천! 우승을 향한 SK!,"라이징 무브먼트, 완급, 슬라이더, 이닝이팅, 더티 무브먼트, 로케이션","2003, SK/SSG, 시즌, 벌떼야구, 1차 지명, 군산상고 출신, 동명이인16, 쌍방울의 유산"
김수경,SEA,3,hyundai,[2003],0,"[""SP""]",R,R,O,1302,229,133,163,151,186,101,19,320,새로운 도전! 승리의 이름!,"로케이션, 플라이볼피쳐, 이닝이팅, 슬라이더","2003, 삼청태현, 시즌, 인천고 출신, 투수왕국"
이대진,SEA,3,haitai,[1994],0,"[""SP""]",R,R,O,1302,316,163,73,160,182,82,18,308,꿈을 심는 해태! 용맹스런 타이거즈!,"커브, VS 좌타, VS 우타, 더티 무브먼트, 로케이션","1994, 해태/KIA, 시즌, 광주진흥고 출신, 해태왕조 주역(투수)"
이렉프,SEA,3,pacific,[1988],0,"[""RP""]",L,L,O,1302,266,134,202,153,179,44,16,308,1988 태평양 돌핀스,"롱맨, 정면승부, 그라운드볼러, VS 좌타, 완급, 스토퍼","1988, 삼청태현, 시즌, 전주고 출신, 고춧가루 부대, 계투 80이닝 클럽"
린드블럼,SEA,3,lotte,[2016],0,"[""SP""]",R,R,O,1301,282,122,95,165,203,103,18,313,팀 퍼스트,"커브, 팔색조, 슬라이더, 싱커, 와일드씽, 더티 무브먼트, 파이어볼러","2016, 롯데 자이언츠, 시즌, 고춧가루 부대, 외국인"
임창민,SEA,3,nc,[2014],0,"[""RP""]",R,R,O,1301,334,101,154,130,239,23,13,307,동반질주,"라이징 무브먼트, 컨트롤러, 플라이볼피쳐, 로케이션, 정면승부, 롱맨, 스토퍼","2014, NC 다이노스, 시즌, 연세대 출신, 트레이드, 단디4, 광주동성고 출신"
김성배,SEA,3,lotte,[2012],0,"[""RP""]",R,R,U,1301,255,171,197,179,156,13,20,310,Run for the 2012 Champ!,"라이징 무브먼트, 묵직함, 컨트롤러, 원포인터, 주자 억제, 플라이볼피쳐, 스플리터","2012, 롯데 자이언츠, 시즌, 배명고 출신, 2차 드래프트, 건국대 출신, 양떼야구"
신용운,SEA,3,kia,[2004],0,"[""RP""]",R,R,U,1301,327,129,184,117,198,21,15,310,함께 하는 KIA! 도전하는 Tigers!,"라이징 무브먼트, 슬라이더, 싱커, 플라이볼피쳐, VS 우타, 로케이션, 믿을맨","2004, 해태/KIA, 시즌, 전주고 출신"
권영호,SEA,3,samsung,[1984],0,"[""SP""]",L,L,O,1301,306,98,180,190,121,82,12,312,1984 삼성 라이온즈,플라이볼피쳐,"1984, 삼성 라이온즈, 시즌, 영남대 출신, 실업야구 출신, 대건고 출신"
배경환,SEA,3,lotte,[1983],0,"[""SP""]",R,R,O,1301,216,149,180,237,128,73,16,302,1983 롯데 자이언츠,"컨트롤러, 맞춰잡기","1983, 롯데 자이언츠, 시즌, 1차 지명, 경남고 출신, 연세대 출신, 고춧가루 부대"
차동철,SEA,3,haitai,[1986],0,"[""SP""]",R,R,O,1301,226,126,206,251,90,68,20,314,꿈을 심는 해태! 용맹스런 타이거즈!,"그라운드볼러, 맞춰잡기, 원투펀치","1986, 해태/KIA, 시즌, 1차 지명, 광주일고 출신, 건국대 출신, 해태왕조 주역(투수)"
최지광,SEA,3,samsung,[2024],0,"[""RP""]",R,R,O,1301,345,136,189,97,215,18,11,290,WIN OR WOW,"믿을맨, 위기관리, 커브, 플라이볼피쳐, 로케이션, 더티 무브먼트, 묵직함","2024, 삼성 라이온즈, 시즌, 부산고 출신"
서진용,SEA,4,sk,[2017],0,"[""RP""]",R,R,O,1300,277,137,154,121,273,19,18,301,뜨거운 질주,"라이징 무브먼트, 묵직함, 타자 집중, 슬라이더, 플라이볼피쳐, 더티 무브먼트, 정면승부, 스토퍼","서태훈, 1차 지명, 경남고 출신, 2017, SK/SSG, 시즌"
고영표,SEA,4,kt,[2016],0,"[""RP""]",R,R,U,1300,248,132,146,177,255,19,12,311,과감하게도전하자,"커브, 팔색조, 그라운드볼러, 체인지업, 슬라이더, 더티 무브먼트, 정면승부, 믿을맨","2016, KT 위즈, 시즌, 화순고 출신, 동국대 출신, 고소엄박, 고춧가루 부대"
이용찬,SEA,3,doosan,[2019],0,"[""SP""]",R,R,O,1300,237,143,137,206,164,94,15,304,두산 2019,"스플리터, 슬라이더, 맞춰잡기, 로케이션, 정면승부","2019, OB/두산, 시즌, 1차 지명, 장충고 출신, 대통령배 MVP, KILL 라인"
박정진,SEA,3,hanwha,[2015],0,"[""RP""]",L,L,O,1300,282,175,159,133,230,21,4,296,불꽃 한화! 투혼 이글스!,"라이징 무브먼트, 위기관리, 묵직함, 타자 집중, 슬라이더, 플라이볼피쳐, 롱맨, 투피치, 믿을맨","2015, 빙그레/한화, 시즌, 안정진, 1차 지명, 살려조2 (투혼), 세광고 출신, 연세대 출신, FA, 70경기 출장, 계투 80이닝 클럽, 통산 500경기 클럽"
