name,grade,rarity,team,year,month,position,battingHand,throwHand,pitchingType,power,contact,gapPower,homeRunPower,plateDiscipline,strikeoutAvoidance,stealing,baseRunning,defense,enhancedSkill,skill,synergy,multiPosition
정보근,SEA,2,lotte,[2023],0,"[""C""]",R,R,O,1183,261,114,47,119,114,25,71,432,THE POWER OF ONE,"선구안, 타격 전략, 직구 공략, 갭 히터, 공격형 포수, 작전 수행, 하위타선, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2023, 롯데 자이언츠, 시즌, 경남고 출신",
최준석,SEA,2,lotte,[2017],0,"[""B1""]",R,R,O,1182,304,78,124,137,104,24,32,379,도약 2017,"내야 수비, 클린업, 3번, 지명타자, 하이볼 히터","FA, 황금세대 1982, 포항제철고 출신, 2017, 롯데 자이언츠, 시즌",
김민혁,SEA,2,kt,[2021],0,"[""LF""]",L,R,O,1182,303,101,38,111,137,31,72,389,마법같은 2021,"VS 좌투, 적극성, 타격 전략, 컨택터, 작전 수행, 스피드스터, 슬랩 히터, 테이블세터, 외야 수비","2021, KT 위즈, 시즌, 배재고 출신, 대타, 동명이인70",
이호준,SEA,2,sk,[2001],0,"[""B1""]",R,R,O,1182,200,171,103,81,139,28,74,386,불같은 패기! 뜨거운 감동!,"내야 수비, 갭 히터, VS 좌투, 스피드스터, 변칙타순","2001, SK/SSG, 시즌, 광주일고 출신, 트레이드, 고춧가루 부대",
김영직,SEA,2,lg,[1991],0,"[""RF""]",L,L,O,1182,245,114,68,114,160,20,75,386,1991 LG 트윈스,"갭 히터, 클린업, VS 언더, 하이볼 히터","1991, MBC/LG, 시즌, 1차 지명, 휘문고 출신, 영남대 출신, 고춧가루 부대",
양블터,SEA,2,binggrae,[1992],0,"[""C""]",R,R,O,1182,261,108,68,165,100,35,56,389,1992 빙그레 이글스,"공격형 포수, VS 좌투, VS 언더, 하위타선, 배럴 히터, 하이볼 히터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","1992, 빙그레/한화, 시즌, 1차 지명, 북일고 출신, 동아대 출신",
이명수,SEA,2,ob,[1992],0,"[""SS""]",R,R,O,1182,272,119,64,108,157,24,68,370,1992 OB 베어스,"하위타선, VS 좌투, 7번, 작전 수행","1992, OB/두산, 시즌, 휘문고 출신, 고려대 출신",
임스업,SEA,2,binggrae,[1992],0,"[""RF""]",R,R,O,1182,235,91,86,115,153,28,75,399,1992 빙그레 이글스,"6번, 로우볼 히터","1992, 빙그레/한화, 시즌, 동래고 출신, 경성대 출신",
진갑용,SEA,2,ob,[1997],0,"[""C""]",R,R,O,1182,306,68,60,103,145,27,70,403,1997 OB 베어스,"하위타선, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","1997, OB/두산, 시즌, 거액 계약 (타자), 부산고 출신, 야구인2세, 고려대 출신",
김경기,SEA,2,hyundai,[1997],0,"[""B1""]",R,R,O,1182,238,149,86,163,142,28,39,337,막강 현대! 최강 유니콘스!,"4번, VS 우투, 하이볼 히터","1997, 삼청태현, 시즌, 1차 지명, 인천고 출신, 야구인2세, 이영민 타격상, 고려대 출신, 고춧가루 부대",
손인호,SEA,2,lotte,[1998],0,"[""RF""]",L,L,O,1182,272,123,68,125,69,26,94,405,(화려한 거인) 스피드 거인 (새로운 시작) 강력한 롯데,"2번, 스피드스터, 배럴 히터","1998, 롯데 자이언츠, 시즌, 경남고 출신, 고려대 출신, 고춧가루 부대",
김준환,SEA,2,haitai,[1989],0,"[""LF""]",R,R,O,1182,308,92,64,95,161,26,49,387,꿈을 심는 해태! 용맹스런 타이거즈!,"적극성, 변칙타순","1989, 해태/KIA, 시즌, 군산상고 출신, 실업야구 출신",
박승욱,SEA,2,lotte,[2023],0,"[""B2""]",L,R,O,1182,336,171,26,145,8,38,72,386,THE POWER OF ONE,"내야 수비, 작전 수행, 스피드스터, 하위타선, VS 우투, 배럴 히터, 하이볼 히터","2023, 롯데 자이언츠, 시즌, 대구상원고 출신",
구천서,SEA,2,ob,[1988],0,"[""B3""]",R,R,O,1182,230,39,107,245,46,31,111,373,1988 OB 베어스,"작전 수행, 하위타선","1988, OB/두산, 시즌, 신일고 출신, 형제14, 실업야구 출신, 고춧가루 부대",
최재훈,SEA,2,hanwha,[2018],0,"[""C""]",R,R,O,1181,270,115,26,120,118,39,66,427,브레이크더플레임,"8번, 슬랩 히터, 하위타선, VS 우투, 하이볼 히터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2018, 빙그레/한화, 시즌, 덕수고 출신, 트레이드",
알포드,SEA,2,kt,[2022],0,"[""LF""]",R,R,O,1181,233,145,162,127,41,32,81,360,SHOW MAGIC! TEAM KT,"게스히팅, 3번, 클린업, VS 우투, 파워, 배럴 히터, 로우볼 히터, 공갈포","2022, KT 위즈, 시즌, 외국인",
김강민,SEA,2,ssg,[2022],0,"[""CF""]",R,R,O,1181,266,113,81,112,111,23,80,395,"NO LIMITS, AMAZING LANDERS","갭 히터, VS 좌투, 적극성, VS 언더, 배럴 히터, 변칙타순","2022, SK/SSG, 시즌, SK왕조 주역, 황금세대 1982, 경북고 출신, FA, 통산 200도루 클럽, 통산 1500경기 클럽",
전상렬,SEA,2,doosan,[2005],0,"[""CF""]",L,L,O,1181,272,125,26,118,130,25,84,401,아자! Hustle Doo!,"1번, VS 언더, 작전 수행, 테이블세터, 외야 수비, 하이볼 히터","2005, OB/두산, 시즌, 대구상원고 출신, 트레이드",
신동주,SEA,2,kia,[2002],0,"[""LF""]",R,R,O,1181,319,96,90,115,92,33,54,382,꿈을 심는 KIA! 용맹스런 Tigers!,"6번, 그린라이트, VS 언더, 배럴 히터, 로우볼 히터","2002, 해태/KIA, 시즌, 포항제철고 출신, 트레이드",
이정훈,SEA,2,ob,[1997],0,"[""CF""]",L,L,O,1181,240,160,43,94,185,31,80,348,1997 OB 베어스,"배드볼히터, VS 언더, 슬랩 히터, 외야 수비, 변칙타순","1997, OB/두산, 시즌, 대구상원고 출신, 동명이인23, 트레이드, 동아대 출신",
장성호,SEA,2,haitai,[1997],0,"[""B1""]",L,L,O,1181,309,114,56,67,149,24,74,388,꿈을 심는 해태! 용맹스런 타이거즈!,"적극성, 컨택터, 배드볼히터, 슬랩 히터, 2번, 하이볼 히터","1997, 해태/KIA, 시즌, 충암고 출신",
모창민,SEA,2,nc,[2018],0,"[""B3""]",R,R,O,1180,256,91,167,93,132,24,57,360,항해,"변화구 공략, VS 좌투, 적극성, 펀치력, 공갈포, 변칙타순","광주일고 출신, 2018, NC 다이노스, 시즌, 고춧가루 부대, 성균관대 출신",
조쉬벨,SEA,2,lg,[2014],0,"[""B3""]",S,R,O,1180,266,91,133,126,98,31,47,388,승리를 향한 열정!,"갭 히터, 타격 전략, 변칙타순","외국인, 시즌, MBC/LG, 2014",
신경현,SEA,2,hanwha,[2010],0,"[""C""]",R,R,O,1180,229,113,128,109,108,29,52,412,극기상진,"VS 좌투, 작전 수행, 갭 히터, 8번, 하위타선, 하이볼 히터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2010, 빙그레/한화, 시즌, 군산상고 출신, 동국대 출신, 거액 계약 (타자), 고춧가루 부대",
김나터,SEA,2,hanwha,[2005],0,"[""RF""]",R,R,O,1180,246,131,128,98,94,36,57,390,믿음! 도전! 승리! 감동의 이글스!,"갭 히터, 게스히팅, 적극성, 하이볼 히터, 공갈포, 변칙타순","2005, 빙그레/한화, 시즌, 포항제철고 출신",
김종석,SEA,2,ob,[1991],0,"[""B1""]",L,L,O,1180,254,125,64,108,154,31,86,358,1991 OB 베어스,"스피드스터, VS 우투, 갭 히터, 변칙타순","1991, OB/두산, 시즌, 동명이인30, 보성고 출신, 고춧가루 부대",
장광호,SEA,2,pacific,[1992],0,"[""C""]",R,R,O,1180,269,102,68,95,135,20,64,427,1992 태평양 돌핀스,"공격형 포수, VS 좌투, 적극성, VS 언더, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 변칙타순","1992, 삼청태현, 시즌, 동산고 출신, 인하대 출신, 실업야구 출신, 고춧가루 부대",
김민재,SEA,2,lotte,[1993],0,"[""B2""]",R,R,O,1180,293,94,60,101,160,24,93,355,꿈과 희망을 주는 롯데 자이언츠,"하위타선, 스피드스터, 적극성","1993, 롯데 자이언츠, 시즌, 부산공고 출신, 고춧가루 부대",
이광근,SEA,2,pacific,[1990],0,"[""B1""]",L,L,O,1180,237,158,60,139,160,24,65,337,1990 태평양 돌핀스,"대응력, OPS형 타자, 갭 히터, 선구안, 타격 전략, 변칙타순","1990, 삼청태현, 시즌, 1차 지명, 동산고 출신, 중앙대 출신, 실업야구 출신, 고춧가루 부대",
김유동,SEA,2,ob,[1982],0,"[""LF""]",R,R,O,1180,225,129,133,58,152,21,84,378,1982 OB 베어스,"펀치력, 공갈포, 변칙타순","1982, OB/두산, 시즌, 한양대 출신, 청원고 출신, 실업야구 출신",
이병규,SEA,2,lg,[2016],0,"[""LF""]",L,L,O,1179,262,105,81,176,69,31,79,376,혁신의 바람,"강견, 타격 전략, 외야 수비, 로우볼 히터, 변칙타순","대타, 경북고 출신, 2016, MBC/LG, 시즌, 한양대 출신, 동명이인12",
김종호,SEA,2,nc,[2014],0,"[""LF""]",L,L,O,1179,301,114,34,86,132,43,91,378,동반질주,"적극성, 스피드스터, 배드볼히터, 테이블세터, 2번, VS 우투, 하이볼 히터","2014, NC 다이노스, 시즌, 건국대 출신, 배재고 출신",
이영우,SEA,2,hanwha,[2009],0,"[""B1""]",L,L,O,1179,262,123,86,106,140,27,47,388,"어기영차! 한화, 으랏차차! 이글스","배드볼히터, 변칙타순","2009, 빙그레/한화, 시즌, 전설의 92학번, 선린인터넷고 출신, 건국대 출신, FA, 고춧가루 부대",
김민성,SEA,2,lotte,[2009],0,"[""SS""]",R,R,O,1179,254,115,51,158,105,26,70,400,Together we can make it!,"VS 좌투, 변칙타순","2009, 롯데 자이언츠, 시즌, 덕수고 출신",
강한울,SEA,2,samsung,[2022],0,"[""B3""]",L,R,O,1179,320,117,38,99,112,29,81,383,ONE TEAM! ONE BODY!! 渾然1體,"번트, 슬랩 히터, 적극성, 컨택터, 배럴 히터, 하이볼 히터, 변칙타순","2022, 삼성 라이온즈, 시즌, 안산공고 출신, 원광대 출신, 보상 선수 모음",
정보명,SEA,1,lotte,[2008],0,"[""B3""]",R,R,O,1179,280,148,56,113,108,21,58,395,Something New Just for you!,"하위타선, 적극성, VS 언더, 7번, 하이볼 히터","2008, 롯데 자이언츠, 시즌, 순천효천고 출신, 동의대 출신",
김종국,SEA,2,kia,[2006],0,"[""B2""]",R,R,O,1179,245,135,26,98,124,42,82,427,신화창조! 도전 2006! 최강 KIA,"번트, 스피드스터, 작전 수행, 내야 수비, 그린라이트, 변칙타순","2006, 해태/KIA, 시즌, 1차 지명, 광주일고 출신, 고려대 출신, 거액 계약 (타자), 전설의 92학번, 통산 200도루 클럽",
조인성,SEA,2,lg,[2005],0,"[""C""]",R,R,O,1179,214,115,94,96,131,25,82,422,Powerful LG! Dynamic Twins!,"번트, 작전 수행, 갭 히터, 8번, 하위타선, 로우볼 히터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2005, MBC/LG, 시즌, 거액 계약 (타자), 1차 지명, 신일고 출신, 연세대 출신, 고춧가루 부대",
동봉철,SEA,2,sbw,[1999],0,"[""LF""]",L,L,O,1179,269,95,34,140,145,22,77,397,다시 뛰자! 쌍방울!,"대응력, 타격 전략, 컨택터, 작전 수행, 슬랩 히터, 선구안, 테이블세터, 2번, 하이볼 히터","1999, 쌍방울 레이더스, 시즌, 신일고 출신, 중앙대 출신, 고춧가루 부대",
박승호,SEA,2,samsung,[1986],0,"[""B1""]",L,L,O,1179,251,144,90,117,144,30,66,337,1986 삼성 라이온즈,"클린업, 갭 히터","1986, 삼성 라이온즈, 시즌, 1차 지명, 건국대 출신, 실업야구 출신, 대건고 출신",
양승관,SEA,2,sammi,[1982],0,"[""CF""]",R,R,O,1179,299,70,137,107,89,21,76,380,1982 삼미 슈퍼스타즈,"VS 좌투, 갭 히터, 변칙타순","1982, 삼청태현, 시즌, 인천고 출신, 인하대 출신, 실업야구 출신, 고춧가루 부대, 형제13",
류중일,SEA,2,samsung,[1994],0,"[""SS""]",R,R,O,1179,253,131,77,112,131,31,65,379,1994 삼성 라이온즈,"1번, VS 우투","1994, 삼성 라이온즈, 시즌, 1차 지명, 경북고 출신, 키스톤4, 한양대 출신",
김정민,SEA,2,lg,[2008],0,"[""C""]",R,R,O,1179,296,87,38,101,138,24,75,420,다시 부는 신바람! 팬과 함께 V3!,"8번, 컨택터, 대응력, 공격형 포수, 작전 수행, 슬랩 히터, 하위타선, VS 좌투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2008, MBC/LG, 시즌, 북일고 출신, 영남대 출신, 동명이인63, 고춧가루 부대",
금광옥,SEA,2,pacific,[1988],0,"[""C""]",R,R,O,1179,269,102,51,84,229,20,87,337,1988 태평양 돌핀스,"8번, 하위타선, VS 좌투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","1988, 삼청태현, 시즌, 동산고 출신, 실업야구 출신, 고춧가루 부대",
박재상,SEA,2,sk,[2016],0,"[""LF""]",L,L,O,1178,277,119,77,106,149,22,59,369,새로운 도전,"외야 수비, 대응력, 변칙타순","2016, SK/SSG, 시즌, SK왕조 주역, 서울고 출신, FA",
김에렉,SEA,2,pacific,[1994],0,"[""B2""]",R,R,O,1178,256,78,56,118,150,15,84,421,돌풍 돌핀스! 태풍 태평양!,"테이블세터, 작전 수행","1994, 삼청태현, 시즌, 1차 지명, 대구상원고 출신, 트레이드, 건국대 출신",
김한근,SEA,2,pacific,[1989],0,"[""B1""]",R,R,O,1178,270,95,68,146,122,22,73,382,하나로 뭉쳐진 힘. 돌핀스여 승리하자!,"VS 언더, VS 좌투, 변칙타순","1989, 삼청태현, 시즌, 황금사자기 MVP, 대구상원고 출신, 봉황대기 MVP, 트레이드, 한양대 출신, 실업야구 출신",
김무종,SEA,2,haitai,[1987],0,"[""C""]",R,R,O,1178,233,93,128,112,111,24,67,410,꿈을 심는 해태! 용맹스런 타이거즈!,"게스히팅, VS 좌투, 하위타선, 갭 히터, 8번, 로우볼 히터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","1987, 해태/KIA, 시즌, 재일교포",
김에렉,SEA,2,binggrae,[1987],0,"[""B3""]",R,R,O,1178,246,127,9,90,175,27,90,414,1987 빙그레 이글스,"작전 수행, 테이블세터, 1번, 하이볼 히터","1987, 빙그레/한화, 시즌, 1차 지명, 대구상원고 출신, 트레이드, 건국대 출신, 고춧가루 부대, 전 경기 출장",
유승안,SEA,2,haitai,[1984],0,"[""C""]",R,R,O,1178,211,126,107,144,96,29,84,381,꿈을 심는 해태! 용맹스런 타이거즈!,"선구안, 공격형 포수, OPS형 타자, 펀치력, 하위타선, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","1984, 해태/KIA, 시즌, 경동고 출신, 트레이드, 실업야구 출신, 고춧가루 부대",
류지혁,SEA,2,samsung,[2024],0,"[""B2""]",L,R,O,1178,322,88,47,125,98,35,70,393,WIN OR WOW,"하이볼 히터, 변칙타순","2024, 삼성 라이온즈, 시즌, 충암고 출신, 트레이드",
김상현,SEA,2,kt,[2015],0,"[""B1""]",R,R,O,1177,254,94,209,133,89,24,33,341,마법을 현실로!,"게스히팅, 4번, 클린업, 펀치력, 하이볼 히터, 공갈포","2015, KT 위즈, 시즌, 군산상고 출신, 동명이인24, 고춧가루 부대",
오재일,SEA,2,doosan,[2015],0,"[""B1""]",L,L,O,1177,217,123,167,133,93,25,61,358,Hustle Doo 2015!,"VS 좌투, OPS형 타자, 게스히팅, 타격 전략, 하위타선, VS 우투, 파워, 로우볼 히터","2015, OB/두산, 시즌, 야탑고 출신, 트레이드, 현대의 유산1",
김일경,SEA,2,hyundai,[2007],0,"[""B2""]",R,R,O,1177,303,78,38,90,154,37,68,409,새로운 각오! 새로운 신화!,"번트, 적극성, 컨택터, 작전 수행, 배드볼히터, 슬랩 히터, 테이블세터, 내야 수비, 2번","2007, 삼청태현, 시즌, 경동고 출신, 거액 계약 (타자), 고춧가루 부대",
펨부트,SEA,2,kia,[2002],0,"[""DH""]",R,R,O,1177,230,112,128,151,122,27,70,337,꿈을 심는 KIA! 용맹스런 Tigers!,"갭 히터, 4번, 클린업, 지명타자, 로우볼 히터","2002, 해태/KIA, 시즌, 외국인",
김재박,SEA,2,pacific,[1992],0,"[""SS""]",R,R,O,1177,250,91,26,112,189,32,90,387,1992 태평양 돌핀스,"VS 좌투, 컨택터, 배드볼히터, 슬랩 히터, 2번","1992, 삼청태현, 시즌, 트레이드, 영남대 출신, 1982 국가대표팀, 실업야구 출신, 대광고 출신, 고춧가루 부대, 통산 200도루 클럽",
이만수,SEA,2,samsung,[1995],0,"[""B1""]",R,R,O,1177,192,110,86,149,151,26,81,382,1995 삼성 라이온즈,"OPS형 타자, 대응력, 갭 히터, 선구안, VS 우투, 변칙타순","1995, 삼성 라이온즈, 시즌, 청룡기 MVP, 대구상원고 출신, 이영민 타격상, 한양대 출신, 배터리4, 통산 200홈런 클럽",
이스인,SEA,2,haitai,[1998],0,"[""RF""]",R,R,O,1177,266,140,64,118,130,28,51,380,꿈을 심는 해태! 용맹스런 타이거즈!,"강견, 하위타선, 6번, VS 우투, 하이볼 히터","1998, 해태/KIA, 시즌, 1차 지명, 광주일고 출신, 연세대 출신, 해태왕조 주역(타자)",
신언호,SEA,2,mbc,[1988],0,"[""RF""]",R,R,O,1177,311,69,60,89,175,23,68,382,1988 MBC 청룡,"VS 언더, 하위타선","1988, MBC/LG, 시즌, 배재고 출신, 연세대 출신, 실업야구 출신, 고춧가루 부대",
송일섭,SEA,2,haitai,[1986],0,"[""LF""]",L,L,O,1177,267,116,47,111,123,20,94,399,꿈을 심는 해태! 용맹스런 타이거즈!,"테이블세터, 2번, 하이볼 히터","1986, 해태/KIA, 시즌, 1차 지명, 청주고 출신",
전대영,SEA,2,binggrae,[1989],0,"[""B1""]",R,R,O,1177,227,99,141,94,125,26,83,382,1989 빙그레 이글스,"파워, 게스히팅, VS 좌투, 로우볼 히터, 변칙타순","1989, 빙그레/한화, 시즌, 1차 지명, 북일고 출신, 봉황대기 MVP, 동아대 출신, 원조 다이너마이트",
장종훈,SEA,2,binggrae,[1987],0,"[""SS""]",R,R,O,1177,259,131,137,156,64,13,80,337,1987 빙그레 이글스,"게스히팅, 하위타선, 갭 히터, 작전 수행, 8번","1987, 빙그레/한화, 시즌, 세광고 출신, 원조 다이너마이트, 연습생 신화, 고춧가루 부대",
강백호,SEA,2,kt,[2023],0,"[""RF""]",L,R,O,1177,279,112,86,134,68,29,87,382,THE GREAT KT WIZ,"타격 전략, 번트, 지명타자, 펀치력, 변칙타순","2023, KT 위즈, 시즌, 거액 계약 (타자), 서울고 출신, 대통령배 MVP",
이택근,SEA,2,hyundai,[2005],0,"[""B1""]",R,R,O,1177,275,110,51,136,133,26,78,368,"멋진 승리, 끝없는 도전!","1번, VS 우투","2005, 삼청태현, 시즌, 현대의 유산1, 부경고 출신, 고려대 출신, 고춧가루 부대",
박민우,SEA,2,nc,[2021],0,"[""B2""]",L,R,O,1176,258,100,34,125,152,42,74,391,NEVER STOP,"번트, 대응력, 1번, 스피드스터, 컨택터, VS 언더, 슬랩 히터, 선구안, 테이블세터, 그린라이트, 로우볼 히터","2021, NC 다이노스, 시즌, 1차 지명, 휘문고 출신, 키스톤2, 이영민 타격상, 손박박",
강에터,SEA,2,hanwha,[2015],0,"[""SS""]",L,R,O,1176,287,85,30,139,135,27,90,383,불꽃 한화! 투혼 이글스!,"번트, 대응력, 스피드스터, 컨택터, 작전 수행, 슬랩 히터, 하이볼 히터, 변칙타순","시즌, 빙그레/한화, 2015, 광주동성고 출신",
김회성,SEA,1,hanwha,[2015],0,"[""B3""]",R,R,O,1176,158,108,171,140,93,23,74,409,불꽃 한화! 투혼 이글스!,"OPS형 타자, 게스히팅, 6번, 내야 수비, 하위타선, 파워, 로우볼 히터","시즌, 빙그레/한화, 2015, 세광고 출신, 1차 지명, 경성대 출신",
강봉규,SEA,2,samsung,[2012],0,"[""LF""]",R,R,O,1176,248,104,90,121,114,30,72,397,"YES, One more time","갭 히터, 변화구 공략, 변칙타순","2012, 삼성 라이온즈, 시즌, 경남고 출신, 트레이드, 고려대 출신, FA",
정경배,SEA,2,sk,[2007],0,"[""B2""]",R,R,O,1176,240,125,60,109,118,25,80,419,Fan First! Happy Baseball!,"내야 수비, 하위타선, 작전 수행, 로우볼 히터","2007, SK/SSG, 시즌, 전설의 92학번, 인천고 출신, 트레이드, 홍익대 출신, FA",
홍성흔,SEA,2,doosan,[2007],0,"[""C""]",R,R,O,1176,267,105,81,138,169,21,53,342,스피두! 파워두! 허슬두!,"공격형 포수, 6번, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2007, OB/두산, 시즌, 1차 지명, 중앙고 출신, 경희대 출신, 거액 계약 (타자)",
강혁,SEA,2,sk,[2001],0,"[""B1""]",L,L,O,1176,235,102,94,103,151,22,73,396,불같은 패기! 뜨거운 감동!,"갭 히터, 클린업","2001, SK/SSG, 시즌, 거액 계약 (타자), 신일고 출신, 이영민 타격상, 트레이드, 한양대 출신, 실업야구 출신, 고춧가루 부대",
이계성,SEA,2,lotte,[2001],0,"[""RF""]",L,R,O,1176,230,150,60,106,115,30,88,397,즐거움을 팬과 함께,2번,"2001, 롯데 자이언츠, 시즌, 신일고 출신, 트레이드, 고춧가루 부대",
신동주,SEA,2,samsung,[1995],0,"[""CF""]",R,R,O,1176,253,118,68,101,110,38,90,398,1995 삼성 라이온즈,"적극성, 스피드스터, 테이블세터, 강견, 그린라이트, 로우볼 히터","1995, 삼성 라이온즈, 시즌, 포항제철고 출신",
송구홍,SEA,2,lg,[1995],0,"[""B3""]",R,R,O,1176,274,108,38,115,167,33,70,371,해냈다 V2! 또 해낸다! V3!,"VS 좌투, 대응력, 스피드스터, VS 언더, 컨택터, 슬랩 히터, 하위타선","1995, MBC/LG, 시즌, 1차 지명, 선린인터넷고 출신, 건국대 출신",
박종호,SEA,2,lg,[1998],0,"[""B2""]",S,R,O,1176,224,103,43,174,127,33,75,397,도전과 변화! 질주하는 무적LG!,"VS 좌투, 대응력, 하위타선, 스피드스터, 선구안, 내야 수비, 9번, 하이볼 히터","1998, MBC/LG, 시즌, 성남고 출신, 전설의 92학번",
황병일,SEA,2,binggrae,[1986],0,"[""LF""]",R,R,O,1176,269,106,60,105,142,25,75,394,1986 빙그레 이글스,"테이블세터, 1번, 하이볼 히터","1986, 빙그레/한화, 시즌, 1차 지명, 경북고 출신, 트레이드, 건국대 출신, 고춧가루 부대",
댄블랙,SEA,2,kt,[2015],0,"[""B1""]",S,R,O,1175,269,106,137,123,92,25,64,359,마법을 현실로!,"4번, 파워, 게스히팅, 클린업, 변화구 공략, 배럴 히터","시즌, KT 위즈, 2015, 고춧가루 부대, 외국인",
채태인,SEA,2,samsung,[2008],0,"[""B1""]",L,L,O,1175,243,117,137,94,90,25,67,402,"WITH FANS, WITH PASSION, GO V5!","게스히팅, 직구 공략, VS 언더, 펀치력, 7번, 하위타선, 변화구 공략, 공갈포","2008, 삼성 라이온즈, 시즌, 삼성왕조 주역, 황금세대 1982, 개성고 출신",
김동수,SEA,2,hyundai,[2005],0,"[""C""]",R,R,O,1175,232,64,124,101,108,27,89,430,"멋진 승리, 끝없는 도전!","공격형 포수, 번트, VS 언더, 작전 수행, 갭 히터, 8번, 하위타선, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2005, 삼청태현, 시즌, 청룡기 MVP, 1차 지명, 서울고 출신, 봉황대기 MVP, 대통령배 MVP, 한양대 출신, FA, 고춧가루 부대, 통산 1500경기 클럽",
정경배,SEA,2,samsung,[2001],0,"[""B2""]",R,R,O,1175,230,136,47,127,116,22,82,415,2001 삼성 라이온즈,"번트, 적극성, 작전 수행, 내야 수비, VS 우투, 변칙타순","2001, 삼성 라이온즈, 시즌, 인천고 출신, 홍익대 출신, 전설의 92학번",
강석천,SEA,1,hanwha,[2001],0,"[""B3""]",R,R,O,1175,301,108,26,88,140,38,76,398,2001 한화 이글스,"6번, 적극성, 슬랩 히터, 하이볼 히터","2001, 빙그레/한화, 시즌, 1차 지명, 원조 다이너마이트, 대전고 출신, 인하대 출신, FA",
김호근,SEA,2,sbw,[1992],0,"[""C""]",R,R,O,1175,296,114,56,106,139,24,46,394,1992 쌍방울 레이더스,"5번, 공격형 포수, VS 좌투, 적극성, VS 언더, 배럴 히터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","1992, 쌍방울 레이더스, 시즌, 청룡기 MVP, 1차 지명, 부산고 출신, 대통령배 MVP, 트레이드, 고려대 출신, 고춧가루 부대",
박정태,SEA,2,lotte,[1997],0,"[""B2""]",R,R,O,1175,269,82,38,105,210,22,53,396,무서운 젊은 거인! 완벽한 V3 롯데!,"VS 좌투, 대응력, 컨택터, 슬랩 히터, 내야 수비, 클린업","1997, 롯데 자이언츠, 시즌, 1차 지명, 동래고 출신, 박마호 트리오, 경성대 출신, 남두오성, 고춧가루 부대",
이원석,SEA,2,doosan,[2011],0,"[""B3""]",R,R,O,1175,208,94,107,117,102,25,68,454,All In V4! Hustle Doo 2011!,"갭 히터, 작전 수행, 하위타선, 로우볼 히터","2011, OB/두산, 시즌, 광주동성고 출신, 보상 선수 모음, 야구인2세, 동명이인51",
나주환,SEA,2,sk,[2014],0,"[""B2""]",R,R,O,1174,295,141,73,103,75,39,77,371,Touch Wyverns! Go V4!,"번트, 하위타선, 작전 수행","2014, SK/SSG, 시즌, SK왕조 주역, 북일고 출신, 트레이드",
김건우,SEA,2,lg,[1992],0,"[""B3""]",R,R,O,1174,267,104,120,93,130,28,69,363,1992 LG 트윈스,"4번, 클린업, 적극성, 펀치력","1992, MBC/LG, 시즌, 1차 지명, 선린인터넷고 출신, 이영민 타격상, 한양대 출신, 동명이인72, 고춧가루 부대",
박경완,SEA,2,sbw,[1994],0,"[""C""]",R,R,O,1174,214,106,192,131,24,20,78,409,1994 쌍방울 레이더스,"공격형 포수, 게스히팅, 직구 공략, VS 언더, 8번, 하위타선, 파워, 로우볼 히터, 공갈포, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","1994, 쌍방울 레이더스, 시즌, 배터리3, 전주고 출신, 돌격대(타자), 연습생 신화, 고춧가루 부대",
김용국,SEA,2,samsung,[1987],0,"[""B3""]",R,R,O,1174,266,91,86,101,160,35,66,369,1987 삼성 라이온즈,"갭 히터, 변칙타순","1987, 삼성 라이온즈, 시즌, 1차 지명, 대구상원고 출신, 한양대 출신",
김광수,SEA,2,ob,[1982],0,"[""B2""]",R,R,O,1174,290,66,43,117,165,32,74,387,1982 OB 베어스,"작전 수행, 변칙타순","1982, OB/두산, 시즌, 선린인터넷고 출신, 건국대 출신, 동명이인37",
김태진,SEA,2,kia,[2021],0,"[""B3""]",L,R,O,1173,345,121,21,68,143,31,80,364,Always KIA TIGERS,"번트, 적극성, 스피드스터, 컨택터, 배드볼히터, 슬랩 히터, VS 우투, 변칙타순","2021, 해태/KIA, 시즌, 신일고 출신, 트레이드, 고춧가루 부대",
김태연,SEA,2,hanwha,[2021],0,"[""B3""]",R,R,O,1173,262,118,60,155,108,29,67,374,THIS IS OUR WAY,"4번, 대응력, 타격 전략, VS 언더, 스피드스터, 선구안, 클린업, 변화구 공략, 배럴 히터, 하이볼 히터","야탑고 출신, 2021, 빙그레/한화, 시즌, 고춧가루 부대",
